SOL_Japanese_P, SOL_Se_As_A_L_Tagal_F, SEO_Persons, SOL_Greek_M, SOL_Greek_F, SOL_Aus_Indig_Lang_P, SOL_Chin_lang_Tot_P, SOL_Se_As_A_L_Othr_P, SOL_Chin_lang_Tot_M, SOL_Aus_Indig_Lang_M, SOL_Japanese_F, SOL_Se_As_A_L_Tagal_P, SOL_Aus_Indig_Lang_F, SOL_In_Ar_Lang_Punj_P, SOL_Chin_lang_Tot_F, SOL_Se_As_A_L_Tagal_M, SOL_Japanese_M, SOL_Se_As_A_L_Filipino_F, SOL_Arabic_M, SOL_Se_As_A_L_Indon_F, SOL_Se_As_A_L_Othr_F, SOL_Arabic_P, SOL_Se_As_A_L_Filipino_P, SOL_Arabic_F, SOL_Se_As_A_L_Filipino_M, SOL_Russian_M, SOL_Russian_P, SOL_Se_As_A_L_Othr_M, SOL_Se_As_A_L_Indon_M, SOL_Se_As_A_L_Indon_P, SOL_Chin_lang_Mand_F, SOL_Russian_F, SOL_Greek_P, SOL_Chin_lang_Other_F, Language_spoken_home_ns_M, SEO_Males, SOL_Ir_La_Pe_excl_Da_P, SOL_Ir_La_Pe_excl_Da_M, SOL_Ir_La_Pe_excl_Da_F, SOL_Tamil_F, Language_spoken_home_ns_F, SOL_French_M, SOL_Maltese_M, SOL_Dutch_M, SOL_Chin_lang_Mand_P, SOL_Maltese_P, SOL_Dutch_F, SOL_Irani_Lan_Othr_F, SOL_French_F, SOL_Chin_lang_Mand_M, SOL_Italian_F, SOL_Chin_lang_Other_M, SOL_Maltese_F, SOL_French_P, SOL_Irani_Lan_Othr_M, SOL_Dutch_P, SOL_Chin_lang_Other_P, SOL_Italian_M, SOL_Other_P, SOL_Irani_Lan_Othr_P, SOL_Ir_Lang_Dari_F, SOL_Italian_P, SOL_In_Ar_Lang_Punj_M, SOL_Portuguese_F, SOL_In_Ar_Lang_Punj_F, SOL_Ir_Lang_Dari_M, SOL_Ir_Lang_Dari_P, SOL_Khmer_F, SOL_Tamil_P, SOL_In_Ar_Lang_Tot_P, SOL_Tamil_M, SOL_In_Ar_Lang_Othr_F, SOL_In_Ar_Lang_Tot_M, SOL_Portuguese_P, SOL_Khmer_P, SOL_Other_F, SOL_In_Ar_Lang_Othr_M, SOL_Khmer_M, SOL_Other_M, SOL_In_Ar_Lang_Tot_F, SOL_In_Ar_Lang_Othr_P, SOL_Portuguese_M, SOL_Macedonian_F, SOL_Hungarian_P, Total_F, SOL_Serbian_P, SA2_MAIN11, SOL_Spanish_M, SOL_Turkish_F, SOL_Serbian_M, SOL_Spanish_P, SOL_Serbian_F, SOL_Se_As_A_L_Tot_M, SOL_Se_As_A_L_Tot_F, SOL_Spanish_F, SOL_In_Ar_Lang_Beng_M, SOL_In_Ar_Lang_Beng_P, SOL_Chin_lang_Cant_P, Total_P, Total_M, SOL_In_Ar_Lang_Beng_F, SOL_Se_As_A_L_Tot_P, SOL_Thai_P, SOL_Thai_M, Language_spoken_home_ns_P, SOL_Chin_lang_Cant_M, SOL_Thai_F, SOL_Croatian_F, SA2_NAME11, SOL_Chin_lang_Cant_F, SOL_Turkish_M, SOL_Assyrian_P, SOL_Assyrian_M, SOL_Turkish_P, SOL_Hungarian_F, SOL_Hungarian_M, SOL_Assyrian_F, SOL_Iran_Lan_Tot_F, SOL_In_Ar_Lang_Urdu_F, SOL_In_Ar_Lang_Sinh_F, SOL_Iran_Lan_Tot_M, SOL_Polish_P, SOL_In_Ar_Lang_Urdu_M, SOL_Iran_Lan_Tot_P, SOL_In_Ar_Lang_Sinh_M, SOL_In_Ar_Lang_Urdu_P, SEO_Females, SOL_In_Ar_Lang_Sinh_P, SOL_Croatian_M, SOL_Korean_M, SOL_Croatian_P, SOL_Polish_M, SOL_Korean_P, SOL_Tot_M, SOL_German_F, SOL_Tot_P, SOL_Tot_F, SOL_Polish_F, SOL_Vietnamese_F, SOL_Samoan_F, SOL_Vietnamese_P, SOL_German_M, SOL_Korean_F, SOL_Vietnamese_M, SOL_Samoan_M, SOL_In_Ar_Lang_Hind_F, SOL_Samoan_P, SOL_German_P, SOL_In_Ar_Lang_Hind_P, SOL_Macedonian_P, SOL_In_Ar_Lang_Hind_M, SOL_Macedonian_M
0,22,6198,21,18,0,74,36,35,0,0,41,0,129,39,19,0,25,28,11,19,48,46,20,21,4,13,17,7,18,21,9,39,5,163,3093,65,43,22,58,160,19,3,5,47,3,4,3,26,26,22,3,0,45,5,9,8,29,434,8,36,51,72,10,57,52,88,22,131,477,73,9,234,13,43,239,5,21,195,243,14,3,4,23,4406,26,"212031304",44,13,10,98,16,64,77,54,3,8,19,8746,4340,5,141,16,7,323,6,9,11,"Cranbourne West",13,14,6,3,27,18,5,3,61,18,84,100,21,17,161,74,35,3105,158,15,3,26,5,6,1084,13,2225,1141,16,15,118,40,10,3,25,103,70,221,23,133,10,63,6
28,65,12467,310,327,0,1411,31,662,0,15,125,0,142,749,60,13,51,444,80,21,886,91,442,40,49,109,10,59,139,379,60,637,103,420,6363,163,96,67,200,377,119,17,24,708,34,22,93,105,329,233,107,17,224,88,46,210,231,1687,181,198,464,77,31,65,208,406,56,417,1608,217,39,806,56,104,853,38,48,834,802,77,25,53,252,12694,637,"212021296",183,205,327,406,310,169,217,223,19,42,493,25501,12807,23,386,28,3,797,226,25,207,"Endeavour Hills",267,181,64,32,386,123,129,32,358,107,371,392,505,103,750,390,210,6104,761,198,9,405,268,30,6024,44,12237,6213,237,198,48,398,33,21,200,58,197,106,77,376,96,179,43
3,40,4716,43,46,0,376,18,172,0,3,68,0,235,204,28,0,40,206,31,13,391,67,185,27,6,12,5,25,56,100,6,89,58,192,2308,126,76,50,80,160,58,4,14,182,7,11,68,70,82,83,52,3,128,60,25,110,65,667,128,239,148,130,14,105,243,482,91,145,877,65,12,466,26,179,327,19,88,340,411,31,12,12,78,5155,213,"212021297",101,62,108,222,105,85,124,121,3,10,84,10160,5005,7,209,22,9,352,38,13,43,"Hallam",46,60,13,6,122,45,33,7,357,36,151,379,101,28,736,180,64,2408,331,43,0,86,49,0,2505,25,5092,2587,52,46,41,77,13,0,31,36,100,77,38,206,25,106,13
10,51,17256,111,114,0,728,56,347,0,7,90,0,275,381,39,3,63,199,36,26,398,97,199,34,20,53,30,35,71,182,33,225,115,472,8610,190,99,91,100,427,118,10,30,333,34,43,93,112,151,144,136,24,230,114,73,251,156,1008,207,212,300,162,17,113,237,449,107,202,1365,102,33,728,45,181,502,37,74,506,637,70,28,20,125,12950,196,"212021298",178,55,98,370,98,138,176,192,19,30,144,25883,12933,11,314,22,8,899,60,14,111,"Narre Warren",84,54,22,12,109,69,56,10,396,40,269,450,202,48,846,291,88,8646,560,100,6,211,99,14,3851,52,7728,3877,103,77,76,167,46,8,90,69,171,145,98,342,35,171,15
6,0,5317,55,50,0,158,6,80,0,0,0,0,49,78,0,6,3,33,13,6,65,6,32,3,25,50,0,14,27,47,25,105,13,102,2689,5,0,5,5,81,14,3,8,94,12,16,15,15,47,113,15,9,29,15,24,28,120,219,30,0,233,24,8,25,0,0,3,10,171,5,3,88,13,6,104,4,3,115,83,7,5,6,14,3447,56,"212021299",13,24,32,18,24,17,22,5,3,3,36,6985,3538,0,39,14,3,183,18,11,35,"Narre Warren North",18,21,0,0,45,7,7,0,20,7,22,15,29,10,35,21,17,2628,43,35,3,70,15,3,747,20,1485,738,14,9,0,16,15,0,7,0,26,0,35,52,10,26,4
8,89,19488,97,112,5,490,71,230,0,5,155,5,361,260,66,3,74,222,32,36,457,134,235,60,27,68,35,36,68,150,41,209,49,378,9760,262,146,116,103,347,111,14,23,283,29,23,91,121,133,143,52,15,232,99,46,101,134,1100,190,422,277,205,23,156,442,864,85,208,1746,105,61,915,59,175,565,74,90,535,831,135,36,15,108,14294,150,"212031307",237,68,72,519,78,197,231,282,13,21,106,28593,14299,8,428,33,5,725,45,28,74,"Narre Warren South",61,89,11,5,157,51,57,6,629,45,362,687,94,52,1316,378,97,9728,740,67,4,141,44,9,4161,17,8380,4219,50,51,67,101,23,5,50,57,199,124,40,392,40,193,25
3,3,6974,28,27,3,12,0,6,3,3,3,0,0,6,0,0,3,4,3,0,7,3,3,0,0,0,0,0,3,3,0,55,3,104,3546,0,0,0,3,80,4,0,9,6,0,8,0,0,3,26,3,0,4,0,17,6,25,52,0,0,51,0,0,0,0,0,11,3,6,0,0,6,0,21,28,0,10,24,0,0,0,3,10,3673,15,"212031308",5,3,7,8,8,0,9,3,0,0,0,7477,3804,0,9,3,0,184,0,3,3,"Pearcedale - Tooradin",0,3,0,0,6,6,4,0,0,0,0,0,6,0,0,3,0,3428,3,3,0,6,3,0,154,9,319,165,3,0,0,3,7,0,3,0,0,0,16,3,3,3,0
45,67,5047,867,847,0,827,33,386,0,27,119,0,157,441,52,18,60,121,16,19,248,108,127,48,87,175,14,19,35,152,88,1714,112,229,2521,13,7,6,64,202,61,0,0,292,3,0,4,64,140,217,100,3,125,0,0,212,212,512,4,10,429,94,9,63,4,14,193,117,491,53,16,276,20,364,266,15,171,246,215,31,11,14,54,5889,35,"212041309",41,30,19,80,16,133,162,39,9,18,323,11661,5772,9,295,15,6,431,146,9,37,"Clarinda - Oakleigh South",177,26,35,11,56,33,21,24,20,8,50,11,71,14,31,59,22,2526,109,36,20,73,31,38,3022,10,6183,3161,40,148,0,280,11,18,132,3,69,3,21,154,26,85,12
30,39,3306,627,667,0,1515,44,707,0,17,74,0,676,808,35,13,43,108,48,21,222,91,114,48,63,120,23,46,94,404,57,1294,116,356,1740,14,6,8,79,264,34,3,5,753,11,4,0,17,349,197,105,8,51,0,9,221,173,701,0,0,370,463,11,213,3,3,184,167,1489,88,68,909,20,340,329,59,156,372,580,127,9,12,47,5583,45,"212041310",58,23,24,122,21,152,151,64,66,124,541,11624,6041,58,303,27,10,620,253,17,23,"Clayton South",288,29,20,9,52,28,19,11,8,28,84,9,55,37,17,103,65,1566,187,32,45,55,25,81,3945,18,7698,3753,30,226,13,470,10,36,244,9,129,22,28,310,15,181,3
20,123,12383,74,80,0,437,38,199,0,15,199,0,221,238,76,5,121,172,34,22,330,225,158,104,21,42,16,28,62,138,21,154,24,529,6174,21,14,7,49,446,12,71,4,244,155,12,0,16,106,171,20,84,28,3,16,44,173,1081,3,12,344,131,12,90,19,31,8,91,947,42,72,518,21,17,539,79,9,542,429,151,9,67,9,9338,84,"213051362",95,30,39,201,45,224,300,106,60,115,149,18620,9282,55,524,63,26,975,73,37,41,"Hoppers Crossing - South",76,32,0,0,62,6,3,0,19,55,47,36,103,60,55,44,115,6209,91,37,5,78,48,14,2579,24,5262,2683,55,104,8,195,24,9,91,12,110,20,48,254,123,144,56
7,95,7474,137,171,0,1030,79,511,0,4,157,0,927,519,62,3,59,450,32,48,836,88,386,29,96,251,31,23,55,354,155,308,62,1048,3778,871,577,294,429,796,132,5,20,704,17,26,72,146,350,233,62,12,278,126,46,124,232,3910,198,487,465,526,17,401,711,1198,75,943,3118,514,123,1708,41,145,1940,176,70,1970,1410,299,24,29,90,12443,837,"212041311",111,177,412,237,425,145,234,126,57,99,202,25922,13479,42,379,41,12,1844,99,29,96,"Dandenong",103,166,12,9,343,47,43,3,853,105,454,1414,258,139,2267,482,244,3696,936,69,4,165,114,7,8653,25,16604,7951,144,124,113,251,21,3,127,105,285,218,46,613,58,328,29
10,61,9246,479,487,0,688,56,352,0,3,101,0,173,336,40,7,41,495,33,34,960,78,465,37,43,107,22,32,65,191,64,966,38,564,4553,272,169,103,263,524,101,14,35,380,28,57,37,116,189,369,43,14,217,31,92,81,320,1513,68,146,689,108,25,65,175,321,178,532,1359,269,58,725,40,321,780,69,143,733,634,127,15,64,87,11036,889,"212041312",154,84,466,327,423,131,169,173,14,31,227,21910,10874,17,300,17,3,1088,120,14,117,"Dandenong North",107,92,23,14,176,50,37,9,286,55,314,375,206,57,661,344,112,4693,658,108,13,225,89,24,5757,29,11576,5819,117,418,64,797,29,11,379,69,125,133,58,258,131,133,67
6,6,8397,192,178,0,136,0,61,0,3,6,0,7,75,0,3,5,30,5,0,52,5,22,0,16,38,0,3,8,24,22,370,12,105,4130,0,0,0,8,102,18,8,9,47,15,10,0,24,23,84,10,7,42,0,19,22,72,157,0,3,156,3,0,4,0,3,20,13,108,5,6,56,0,36,74,5,16,83,52,11,0,0,12,5169,17,"212041313",21,44,7,45,10,3,16,24,0,0,67,10171,5002,0,19,6,3,207,28,3,16,"Dingley Village",39,42,0,0,86,4,8,0,3,0,26,0,26,4,3,23,4,4267,49,17,3,33,11,6,767,28,1567,800,15,55,0,107,24,3,52,4,16,4,52,37,3,21,3
24,49,8004,228,226,0,1880,20,884,0,14,93,0,101,996,44,10,53,101,20,12,205,93,104,40,17,38,8,16,36,290,21,454,206,398,4048,16,7,9,108,411,89,21,14,529,44,14,4,97,239,207,204,23,186,8,28,410,187,916,12,29,394,63,21,38,28,57,806,237,594,129,19,314,35,1522,446,25,716,470,280,44,14,28,42,10093,260,"212041314",119,317,136,244,124,108,134,125,12,27,941,20044,9951,15,242,42,18,809,441,24,54,"Keysborough",500,335,17,12,652,25,17,5,42,0,142,43,88,0,85,153,0,3956,295,61,16,115,42,33,5505,22,11231,5726,46,1362,38,2678,16,17,1316,45,66,83,38,127,55,61,27
6,27,3160,246,259,0,259,9,121,0,3,48,0,53,138,21,3,27,116,23,6,239,50,123,23,7,21,3,21,44,34,14,505,32,184,1596,12,8,4,42,158,48,7,0,70,11,5,3,49,36,101,25,4,97,4,5,57,94,543,7,24,195,39,8,14,27,51,74,84,402,42,8,229,20,141,290,10,67,253,173,18,12,17,42,3683,159,"212041316",88,34,82,176,77,68,83,88,14,23,132,7390,3707,9,151,13,0,342,60,13,67,"Noble Park North",72,37,8,5,71,22,20,3,31,7,96,39,55,7,70,116,14,1564,212,63,0,130,22,0,1927,14,3888,1961,33,186,10,392,15,0,206,12,39,22,29,82,42,43,25
31,109,10435,278,305,0,1489,60,707,0,21,197,0,983,782,88,10,79,256,37,32,518,123,262,44,44,98,28,38,75,294,54,583,102,717,5299,113,80,33,136,608,120,19,15,548,39,14,49,139,254,292,86,20,259,54,29,188,252,2408,103,70,544,643,15,340,90,160,805,286,2960,150,63,1713,31,1513,1188,79,708,1220,1247,142,16,20,161,14081,361,"212041315",185,169,177,370,184,198,257,185,102,201,753,28378,14297,99,455,70,19,1325,367,51,88,"Noble Park",386,184,0,0,353,89,72,0,152,114,453,224,245,136,376,547,250,5136,1000,82,16,170,110,33,8281,51,16618,8337,135,1590,69,2970,39,17,1380,75,178,144,90,384,32,206,12
11,35,5285,105,102,6,396,7,192,3,4,49,3,120,204,14,7,40,53,6,4,95,51,42,11,6,11,3,10,16,86,5,207,25,362,2704,24,20,4,15,265,22,5,6,161,14,5,4,16,75,172,27,9,38,3,11,52,156,654,7,0,328,84,6,36,0,0,3,42,657,27,66,410,15,6,273,87,3,381,247,153,9,45,16,4903,47,"213031351",68,54,20,115,27,38,85,47,91,149,183,10230,5327,58,123,28,11,627,90,17,49,"West Footscray - Tottenham",93,61,0,0,115,9,7,0,8,24,20,23,39,56,31,18,80,2581,38,50,5,99,17,10,2261,18,4318,2057,22,560,5,1061,22,5,501,3,43,8,40,117,95,74,50
30,51,4055,344,339,0,2924,25,1411,0,18,99,0,1370,1513,48,12,42,94,48,12,170,77,76,35,16,30,13,44,92,475,14,683,206,468,2163,31,17,14,44,417,34,42,9,920,93,10,6,34,445,230,163,51,68,4,19,369,203,1079,10,19,433,887,10,483,28,47,462,92,2222,48,47,1384,16,902,549,60,440,530,838,107,6,12,57,9628,91,"212041317",105,39,48,207,43,140,153,102,38,60,1635,19773,10145,22,293,94,31,885,803,63,35,"Springvale",832,50,4,4,89,31,26,0,39,60,124,49,69,107,88,157,167,1892,281,39,10,74,28,24,7514,34,14833,7319,41,2505,20,4852,26,14,2347,19,102,39,60,237,31,135,19
3,24,3339,160,158,0,1379,23,676,0,0,38,0,283,703,14,3,14,60,14,13,123,25,63,11,14,29,10,14,28,160,15,318,130,303,1719,14,6,8,11,260,25,21,3,298,32,3,8,33,138,74,112,11,58,4,6,242,57,406,12,6,131,185,10,98,8,14,840,27,511,16,7,309,21,1608,211,13,768,195,202,20,11,10,66,6118,52,"212041318",62,40,21,141,31,49,65,79,0,3,839,12184,6066,3,114,65,26,563,426,39,20,"Springvale South",413,37,4,0,77,35,31,4,22,10,46,18,28,6,40,54,16,1620,100,20,6,40,14,16,4044,11,8282,4238,14,1507,17,2918,12,10,1411,13,38,30,23,89,16,51,6
65,32,9007,481,492,0,2002,15,978,0,37,47,0,134,1024,15,28,25,68,85,11,133,41,65,16,55,119,4,95,180,663,64,973,79,421,4428,31,17,14,33,321,43,3,11,1294,3,9,10,43,631,232,63,0,86,8,20,142,179,448,18,20,411,89,5,45,33,53,6,66,831,33,42,501,9,6,225,61,0,223,330,103,4,0,27,8170,54,"212051319",50,13,20,103,34,130,153,53,17,34,566,16254,8084,17,283,66,29,742,284,37,34,"Ashwood - Chadstone",282,14,3,0,27,11,16,3,44,16,127,58,99,45,102,185,61,4579,312,24,99,58,43,214,3235,42,6505,3270,56,107,3,212,40,115,105,0,83,3,82,187,0,104,0
67,42,5661,500,518,3,4214,182,2098,3,43,65,0,487,2116,23,24,55,98,229,104,176,101,78,46,44,93,78,251,480,1566,49,1018,151,624,2852,83,43,40,98,428,68,6,10,3056,10,6,4,50,1490,267,168,4,118,9,16,319,242,824,13,6,509,330,8,157,4,10,13,220,1760,122,91,1065,18,28,368,109,15,456,695,200,10,3,38,8533,8,"212051320",50,11,5,96,3,398,430,46,137,229,839,17710,9177,92,828,46,23,1052,440,23,24,"Clayton",399,4,0,0,15,22,16,0,50,40,181,56,51,72,106,212,112,2809,393,25,142,49,18,268,5701,24,10997,5296,33,169,19,352,10,126,183,7,134,26,34,339,6,205,3
52,25,10979,234,236,3,4358,35,2076,3,29,39,0,102,2282,14,23,12,35,87,16,72,20,37,8,56,103,19,65,152,1238,47,470,162,315,5374,117,55,62,301,317,24,4,15,2328,15,18,0,33,1090,112,129,11,57,0,33,291,90,497,0,3,202,60,3,42,3,6,22,564,1188,263,100,609,3,36,254,81,14,243,579,181,0,9,50,10668,57,"212051321",37,4,28,77,29,106,140,40,37,72,1739,20724,10056,35,246,38,15,632,857,23,30,"Glen Waverley - East",882,4,3,3,8,28,22,0,65,25,238,58,81,20,123,248,45,5605,486,25,160,55,40,352,4367,54,9113,4746,41,123,4,248,42,192,125,5,139,9,96,302,17,163,8
34,18,8416,253,281,3,4514,27,2137,0,23,31,3,103,2377,13,11,17,31,84,9,79,26,48,9,38,66,18,87,171,1313,28,534,175,373,4217,74,37,37,197,362,16,8,10,2521,14,10,3,18,1208,107,132,6,34,0,20,307,105,516,3,5,212,64,5,39,5,10,30,382,1347,185,95,718,10,55,269,96,25,247,629,191,5,7,38,9393,32,"212051322",27,21,16,69,16,127,128,42,38,69,1686,18485,9092,31,255,42,18,735,797,24,16,"Glen Waverley - West",889,19,0,0,40,21,17,0,45,11,309,42,75,23,87,373,34,4199,682,12,183,28,34,367,4502,42,9334,4832,41,214,0,375,47,184,161,3,144,3,89,268,14,124,7
77,9,8953,398,447,0,2208,21,1026,0,46,19,0,63,1182,10,31,17,25,28,13,50,29,25,12,38,84,8,25,53,727,46,845,77,188,4357,37,16,21,92,165,26,3,6,1372,6,12,3,21,645,116,63,3,47,0,18,140,106,224,3,0,222,42,10,21,5,5,4,176,688,84,38,391,16,4,111,41,0,113,297,79,6,11,24,7658,27,"212051323",27,9,17,52,10,55,67,25,14,28,696,14915,7257,14,122,32,9,353,318,23,16,"Mount Waverley - North",378,12,0,0,21,17,7,0,24,4,174,21,75,13,45,224,17,4596,398,13,126,29,32,262,2712,40,5609,2897,43,64,0,139,47,136,75,0,46,0,87,103,29,57,18
16,61,9768,220,248,0,233,18,111,0,8,120,0,203,122,59,8,54,206,7,13,408,96,202,42,3,9,5,6,13,50,6,468,41,314,4931,11,4,7,20,247,5,213,7,100,428,0,0,4,50,323,32,215,9,0,7,73,305,362,0,7,628,114,20,89,9,16,3,38,574,18,28,293,37,3,195,24,0,167,281,52,17,260,10,7767,54,"213041355",121,141,24,248,30,112,135,127,7,19,60,15542,7775,12,247,15,3,561,29,12,147,"Hillside",31,140,49,20,281,7,3,29,14,26,61,13,68,22,27,47,48,4837,108,139,5,286,37,14,2530,18,5213,2683,31,61,15,115,9,9,54,12,65,27,27,144,525,79,265
3,34,14071,72,75,0,119,18,43,0,0,47,0,19,76,13,3,34,76,11,12,168,50,92,16,4,16,6,7,18,39,12,147,12,435,6981,7,3,4,3,448,4,164,3,65,336,17,5,12,26,73,4,172,16,4,20,16,90,498,9,0,163,11,9,8,0,0,3,17,164,14,3,88,16,8,242,4,5,256,76,7,7,37,17,8978,125,"213041356",81,39,69,179,56,42,91,98,9,16,38,17701,8723,7,133,11,0,883,13,11,49,"Melton",25,42,9,5,81,10,7,4,9,13,20,7,61,20,16,23,33,7090,43,52,3,101,25,3,1307,31,2747,1440,36,38,69,68,24,0,30,68,25,137,55,46,60,21,23
59,21,10511,539,544,0,1999,18,917,0,36,30,0,79,1082,9,23,24,39,43,10,73,36,34,12,47,91,8,48,91,629,44,1083,67,219,5145,45,16,29,85,188,20,3,12,1161,6,17,0,19,532,206,71,3,39,5,29,138,179,339,5,3,385,55,14,24,3,6,6,160,864,75,37,475,21,9,193,40,3,146,389,77,7,7,42,8834,23,"212051324",19,7,9,49,14,77,98,30,25,51,700,17161,8327,26,175,31,11,407,314,20,22,"Mount Waverley - South",386,3,0,0,10,22,20,0,32,8,219,24,110,21,56,249,29,5366,468,17,120,39,46,258,2963,49,6243,3280,64,102,3,187,43,138,85,0,75,3,92,160,11,85,4
125,51,10557,1170,1221,0,1737,47,808,0,71,76,0,251,929,25,54,24,102,76,26,186,43,84,19,73,172,21,80,156,637,99,2391,69,462,5250,25,16,9,55,364,80,5,6,1192,9,10,0,74,555,520,57,4,154,0,16,126,421,567,0,3,941,169,9,82,6,9,32,127,1016,72,72,602,26,48,273,85,16,294,414,157,17,9,45,10178,52,"212051326",67,17,27,164,25,145,177,97,45,77,419,20235,10057,32,322,37,15,826,196,22,23,"Oakleigh - Huntingdale",223,10,0,0,27,20,25,0,12,16,116,22,91,47,34,115,63,5307,231,19,108,42,43,217,4345,36,8852,4507,48,111,6,210,30,109,99,7,96,13,66,237,17,141,8
33,40,9078,742,834,0,1808,31,859,0,21,65,0,113,949,25,12,18,104,79,16,201,29,97,11,34,81,15,78,157,555,47,1576,67,234,4579,42,21,21,136,212,53,7,11,1060,11,9,3,48,505,355,60,4,101,3,20,127,299,550,6,24,654,69,13,44,17,41,22,255,917,119,27,503,25,41,283,28,19,267,414,55,12,35,44,8929,144,"212051325",71,31,76,141,68,129,153,70,30,55,621,17648,8719,25,282,22,6,446,294,16,75,"Mulgrave",327,22,3,3,53,25,19,0,48,22,221,41,134,27,89,259,49,4499,480,65,27,140,52,51,3906,64,8124,4218,82,289,6,558,45,24,269,4,75,10,109,165,71,90,36
7,40,12745,52,47,0,87,17,38,0,3,65,0,75,49,25,4,52,58,4,9,93,97,35,45,8,20,8,6,10,20,12,99,4,449,6292,3,0,3,7,467,5,106,9,34,203,15,3,11,14,74,10,97,16,3,24,14,66,301,6,3,140,47,13,28,3,6,0,14,261,7,5,138,17,0,147,13,0,154,123,18,4,29,29,8016,88,"213041357",47,20,42,99,46,84,105,52,4,10,39,15803,7787,6,189,16,4,916,14,12,37,"Melton South",25,22,0,0,42,21,8,0,9,13,25,6,44,15,15,16,28,6453,41,24,12,61,23,24,1046,26,2142,1096,21,43,30,88,20,12,45,30,46,60,46,89,59,43,30
7,37,11457,39,39,3,76,7,36,3,4,64,0,35,40,27,3,17,62,5,7,123,25,61,8,0,3,0,4,9,25,3,78,0,377,5662,6,3,3,4,375,9,80,5,39,170,4,6,19,14,49,7,90,28,3,9,7,63,333,9,0,112,19,6,16,0,0,5,7,212,3,6,108,11,8,173,6,3,160,104,12,5,23,10,7189,63,"213041358",65,31,30,127,33,39,66,62,12,24,30,14171,6982,12,105,16,4,752,15,12,28,"Melton West",15,30,8,4,61,6,4,4,9,7,23,6,47,8,15,25,15,5795,48,26,0,54,20,0,943,22,1962,1019,27,47,48,88,18,0,41,51,40,99,40,78,49,38,26
47,16,11076,572,613,0,2397,29,1157,0,29,24,0,66,1240,8,18,13,118,47,15,219,24,101,11,24,63,14,32,79,629,39,1185,85,212,5529,77,36,41,135,215,37,7,12,1248,18,16,17,44,619,378,70,11,81,20,28,155,361,580,37,10,739,35,10,31,7,17,25,263,633,128,38,320,26,48,294,37,23,286,313,75,16,21,46,9686,38,"212051327",26,59,20,62,18,65,91,36,24,46,994,19106,9420,22,156,26,14,427,468,12,53,"Wheelers Hill",526,50,3,3,109,22,24,0,68,9,123,63,108,8,131,130,17,5547,253,55,59,108,46,123,3679,39,7603,3924,62,131,0,238,44,64,107,0,90,0,83,176,45,86,24
3,161,2254,58,63,0,692,19,361,0,0,321,0,161,331,160,3,119,59,5,5,114,214,55,95,7,12,14,7,12,50,5,121,63,227,1163,3,3,0,21,178,8,75,4,95,160,0,0,4,45,53,76,85,12,0,4,139,71,568,0,3,124,89,15,72,3,6,9,45,418,24,13,215,28,12,290,15,3,278,203,28,13,155,4,4405,81,"213011329",82,84,43,162,38,276,290,80,14,29,458,8839,4434,15,566,10,5,405,240,5,62,"Cairnlea",218,77,6,3,161,4,0,3,3,32,18,6,70,34,9,18,66,1091,36,71,3,133,29,6,3044,3,6180,3136,41,1206,25,2288,4,3,1082,30,53,55,7,98,309,45,154
0,46,6356,356,349,0,335,7,158,0,0,84,0,118,177,38,0,32,249,3,3,507,68,258,36,6,10,4,3,6,45,4,705,14,272,3192,0,0,0,18,249,12,159,0,79,349,5,0,11,34,324,21,190,23,0,5,35,282,534,0,0,606,69,13,49,4,4,0,41,265,23,0,147,25,7,270,7,7,264,118,7,12,286,24,6801,136,"213011332",99,128,62,244,74,81,84,145,11,17,221,13470,6669,6,165,12,0,521,103,12,255,"Keilor Downs",118,116,87,44,244,10,14,43,0,3,41,4,126,6,4,37,9,3164,78,229,4,484,53,9,3205,9,6593,3388,73,510,17,990,20,5,480,12,19,29,29,36,598,17,312
19,328,8861,199,184,0,1061,74,501,0,9,623,0,334,560,295,10,323,195,57,30,415,596,220,273,7,17,44,51,108,228,10,383,86,859,4509,15,7,8,21,730,15,324,4,426,622,3,10,18,198,258,80,298,33,21,7,166,246,1384,31,12,504,225,35,109,25,37,3,57,1109,36,50,633,60,3,688,48,0,696,476,98,25,223,33,10991,175,"213011330",239,188,86,503,89,663,738,264,27,52,469,22194,11203,25,1401,62,20,1589,223,42,117,"Deer Park - Derrimut",246,183,13,10,371,18,15,3,30,68,96,53,130,99,83,96,167,4352,192,129,8,246,63,15,5835,23,11744,5909,67,1211,106,2316,17,7,1105,120,128,226,40,266,456,138,233
0,144,2951,78,100,0,551,69,284,0,0,256,0,204,267,112,0,118,106,11,28,208,220,102,102,0,6,41,7,18,46,6,178,164,238,1443,7,0,7,26,216,4,139,0,81,299,4,0,4,35,70,184,160,8,0,4,348,62,412,0,0,132,109,4,95,0,0,3,58,370,32,0,192,11,6,208,0,3,204,178,0,7,240,6,4314,117,"213011331",79,124,55,176,62,262,301,97,7,16,122,8442,4128,9,563,10,3,454,65,7,81,"Delahey",57,120,20,13,244,6,0,7,7,21,25,0,107,18,7,23,39,1508,48,90,0,171,56,0,2447,8,5037,2590,51,450,17,842,10,0,392,24,28,41,18,63,472,35,232
