SOL_Japanese_P, SOL_Se_As_A_L_Tagal_F, SEO_Persons, SOL_Greek_M, SOL_Greek_F, SOL_Aus_Indig_Lang_P, SOL_Chin_lang_Tot_P, SOL_Se_As_A_L_Othr_P, SOL_Chin_lang_Tot_M, SOL_Aus_Indig_Lang_M, SOL_Japanese_F, SOL_Se_As_A_L_Tagal_P, SOL_Aus_Indig_Lang_F, SOL_In_Ar_Lang_Punj_P, SOL_Chin_lang_Tot_F, SOL_Se_As_A_L_Tagal_M, SOL_Japanese_M, SOL_Se_As_A_L_Filipino_F, SOL_Arabic_M, SOL_Se_As_A_L_Indon_F, SOL_Se_As_A_L_Othr_F, SOL_Arabic_P, SOL_Se_As_A_L_Filipino_P, SOL_Arabic_F, SOL_Se_As_A_L_Filipino_M, SOL_Russian_M, SOL_Russian_P, SOL_Se_As_A_L_Othr_M, SOL_Se_As_A_L_Indon_M, SOL_Se_As_A_L_Indon_P, SOL_Chin_lang_Mand_F, SOL_Russian_F, SOL_Greek_P, SOL_Chin_lang_Other_F, Language_spoken_home_ns_M, SEO_Males, SOL_Ir_La_Pe_excl_Da_P, SOL_Ir_La_Pe_excl_Da_M, SOL_Ir_La_Pe_excl_Da_F, SOL_Tamil_F, Language_spoken_home_ns_F, SOL_French_M, SOL_Maltese_M, SOL_Dutch_M, SOL_Chin_lang_Mand_P, SOL_Maltese_P, SOL_Dutch_F, SOL_Irani_Lan_Othr_F, SOL_French_F, SOL_Chin_lang_Mand_M, SOL_Italian_F, SOL_Chin_lang_Other_M, SOL_Maltese_F, SOL_French_P, SOL_Irani_Lan_Othr_M, SOL_Dutch_P, SOL_Chin_lang_Other_P, SOL_Italian_M, SOL_Other_P, SOL_Irani_Lan_Othr_P, SOL_Ir_Lang_Dari_F, SOL_Italian_P, SOL_In_Ar_Lang_Punj_M, SOL_Portuguese_F, SOL_In_Ar_Lang_Punj_F, SOL_Ir_Lang_Dari_M, SOL_Ir_Lang_Dari_P, SOL_Khmer_F, SOL_Tamil_P, SOL_In_Ar_Lang_Tot_P, SOL_Tamil_M, SOL_In_Ar_Lang_Othr_F, SOL_In_Ar_Lang_Tot_M, SOL_Portuguese_P, SOL_Khmer_P, SOL_Other_F, SOL_In_Ar_Lang_Othr_M, SOL_Khmer_M, SOL_Other_M, SOL_In_Ar_Lang_Tot_F, SOL_In_Ar_Lang_Othr_P, SOL_Portuguese_M, SOL_Macedonian_F, SOL_Hungarian_P, Total_F, SOL_Serbian_P, SA2_MAIN11, SOL_Spanish_M, SOL_Turkish_F, SOL_Serbian_M, SOL_Spanish_P, SOL_Serbian_F, SOL_Se_As_A_L_Tot_M, SOL_Se_As_A_L_Tot_F, SOL_Spanish_F, SOL_In_Ar_Lang_Beng_M, SOL_In_Ar_Lang_Beng_P, SOL_Chin_lang_Cant_P, Total_P, Total_M, SOL_In_Ar_Lang_Beng_F, SOL_Se_As_A_L_Tot_P, SOL_Thai_P, SOL_Thai_M, Language_spoken_home_ns_P, SOL_Chin_lang_Cant_M, SOL_Thai_F, SOL_Croatian_F, SA2_NAME11, SOL_Chin_lang_Cant_F, SOL_Turkish_M, SOL_Assyrian_P, SOL_Assyrian_M, SOL_Turkish_P, SOL_Hungarian_F, SOL_Hungarian_M, SOL_Assyrian_F, SOL_Iran_Lan_Tot_F, SOL_In_Ar_Lang_Urdu_F, SOL_In_Ar_Lang_Sinh_F, SOL_Iran_Lan_Tot_M, SOL_Polish_P, SOL_In_Ar_Lang_Urdu_M, SOL_Iran_Lan_Tot_P, SOL_In_Ar_Lang_Sinh_M, SOL_In_Ar_Lang_Urdu_P, SEO_Females, SOL_In_Ar_Lang_Sinh_P, SOL_Croatian_M, SOL_Korean_M, SOL_Croatian_P, SOL_Polish_M, SOL_Korean_P, SOL_Tot_M, SOL_German_F, SOL_Tot_P, SOL_Tot_F, SOL_Polish_F, SOL_Vietnamese_F, SOL_Samoan_F, SOL_Vietnamese_P, SOL_German_M, SOL_Korean_F, SOL_Vietnamese_M, SOL_Samoan_M, SOL_In_Ar_Lang_Hind_F, SOL_Samoan_P, SOL_German_P, SOL_In_Ar_Lang_Hind_P, SOL_Macedonian_P, SOL_In_Ar_Lang_Hind_M, SOL_Macedonian_M
30,3,6573,139,159,0,106,22,49,0,22,3,0,7,57,0,8,0,14,3,3,28,0,14,0,3,6,19,7,10,29,3,298,5,201,3194,11,7,4,4,141,20,8,7,53,12,5,0,24,24,100,4,4,44,0,12,9,91,108,0,0,191,3,0,4,0,0,0,8,38,4,0,24,3,3,50,8,3,58,14,8,3,19,3,4138,6,"206071145",30,4,3,57,3,26,9,27,0,0,44,8135,3997,0,35,15,11,342,21,4,17,"Yarra - North",23,6,0,0,10,0,3,0,4,0,3,7,3,0,11,3,0,3379,6,17,3,34,0,7,602,37,1220,618,3,31,0,53,21,4,22,0,7,0,58,17,41,10,22
33,9,9904,158,184,0,801,7,366,0,23,20,0,22,435,11,10,5,26,32,4,42,5,16,0,6,14,3,28,60,269,8,342,47,400,4755,36,23,13,12,386,41,5,13,514,9,14,0,49,245,111,32,4,90,0,27,79,92,195,0,0,203,12,11,10,4,4,3,22,530,10,101,331,24,3,87,159,0,108,199,260,13,6,15,6990,20,"207011152",34,4,10,69,10,42,50,35,13,22,208,13572,6582,9,92,65,28,786,89,37,4,"Hawthorn East",119,0,0,0,4,9,6,0,13,5,26,27,35,13,40,28,18,5149,54,0,33,4,17,78,1427,22,2882,1455,18,46,0,68,23,45,22,0,48,0,45,154,12,106,6
24,3,5848,103,114,0,462,3,230,0,12,6,0,13,232,3,12,0,9,14,0,25,0,16,0,4,15,3,5,19,122,11,217,23,103,2917,24,11,13,10,111,12,0,12,255,3,11,4,15,133,48,19,3,27,0,23,42,36,158,4,9,84,6,4,7,5,14,3,17,145,7,12,84,7,9,89,24,6,69,61,36,3,9,15,3842,8,"207011146",12,4,3,17,5,11,17,5,3,6,165,7584,3742,3,28,14,4,214,78,10,5,"Ashburton (Vic.)",87,6,3,3,10,7,8,0,26,3,13,16,16,3,42,25,6,2931,38,6,7,11,11,19,722,25,1522,800,5,41,0,67,22,12,26,0,23,0,47,46,9,23,0
102,15,17102,354,384,0,1873,20,791,0,57,29,0,39,1082,14,45,11,40,34,14,85,16,45,5,20,50,6,39,73,633,30,738,76,573,8257,79,37,42,18,531,43,0,8,1095,4,8,0,41,462,302,54,4,84,0,16,130,242,288,0,0,544,23,6,16,0,0,3,33,376,15,70,200,14,3,148,88,0,140,176,158,8,32,29,12306,29,"207011153",64,14,12,119,17,64,74,55,12,18,648,23587,11281,6,138,78,29,1104,275,49,32,"Kew",373,12,3,3,26,20,9,0,42,8,24,37,56,8,79,15,16,8845,39,20,34,52,23,76,2451,59,5381,2930,33,153,4,303,57,42,150,3,52,7,116,106,60,54,28
54,18,10102,225,230,0,2726,13,1221,0,39,26,0,33,1505,8,15,15,19,47,6,43,21,24,6,6,16,7,33,80,893,10,455,83,233,4727,42,21,21,22,225,24,3,8,1638,12,13,0,26,745,140,70,9,50,0,21,153,126,208,0,0,266,14,4,19,6,6,4,56,325,34,39,175,11,4,112,43,0,96,150,82,7,9,19,8316,17,"207011147",30,20,6,62,11,54,86,32,3,6,935,15584,7268,3,140,22,7,458,406,15,16,"Balwyn",529,13,8,5,33,6,13,3,21,11,20,27,36,15,48,29,26,5375,49,11,49,27,16,105,2308,32,5024,2716,20,98,3,187,23,56,89,0,58,3,55,129,15,71,6
60,12,15781,252,299,3,1121,14,500,0,34,23,3,14,621,11,26,5,36,46,10,69,9,33,4,13,36,4,26,72,365,23,551,38,275,7400,27,14,13,24,247,78,0,12,644,3,10,0,76,279,221,39,3,154,3,22,77,173,185,3,0,394,9,11,5,0,0,0,48,327,24,60,183,21,0,96,89,0,89,144,149,10,6,27,10641,18,"207011149",35,6,8,74,10,45,73,39,0,5,400,20029,9388,5,118,26,7,522,182,19,17,"Camberwell",218,5,0,0,11,19,8,0,13,0,34,17,59,0,30,37,0,8381,71,14,29,31,24,71,1713,51,3726,2013,35,82,3,148,47,42,66,3,40,6,98,88,15,48,9
65,5,12139,596,655,0,3288,18,1579,0,29,9,0,54,1709,4,36,10,57,36,7,126,13,69,3,12,24,11,32,68,899,12,1251,102,230,6010,90,53,37,44,250,32,3,17,1702,6,18,3,34,803,378,88,3,66,3,35,190,347,224,6,0,725,29,7,25,0,0,0,84,420,40,44,220,11,0,123,56,0,101,200,100,4,36,30,10181,57,"207011148",38,23,29,70,28,50,58,32,0,7,1396,19943,9762,7,108,18,0,480,688,18,22,"Balwyn North",708,21,0,0,44,14,16,0,40,11,48,56,36,11,96,56,22,6129,104,16,59,38,11,141,3522,26,7324,3802,25,117,0,236,31,82,119,0,65,0,57,133,68,68,32
44,0,12796,264,275,0,783,17,348,0,23,0,0,14,435,0,21,0,19,18,11,26,0,7,0,12,24,6,13,31,266,12,539,30,236,6208,22,10,12,8,258,37,0,7,472,3,13,0,43,206,127,26,3,80,0,20,56,106,185,0,0,233,9,4,5,0,0,3,19,164,11,13,94,7,3,88,21,0,97,70,34,3,0,34,8251,20,"207011150",32,0,8,58,12,19,29,26,8,12,255,15953,7702,4,48,19,4,494,116,15,15,"Glen Iris - East",139,5,0,0,5,25,9,0,12,4,14,10,49,0,22,22,4,6588,36,10,18,25,25,51,1258,31,2663,1405,24,72,0,132,26,33,60,5,30,5,57,64,8,34,8
75,17,14800,168,211,0,1269,25,585,0,42,23,0,42,684,6,33,6,101,92,8,127,9,26,3,21,41,17,74,166,408,20,379,75,622,7122,73,44,29,37,471,50,0,16,773,3,13,0,63,365,151,51,3,113,3,29,126,128,347,3,0,279,26,12,16,0,0,0,83,927,46,140,596,19,4,172,239,4,175,331,379,7,9,28,10507,15,"207011151",67,5,3,129,12,100,123,62,38,57,370,20703,10196,19,223,147,59,1093,169,88,10,"Hawthorn",201,5,0,0,10,19,9,0,29,16,48,47,37,41,76,61,57,7678,109,10,30,20,14,73,2452,46,4810,2358,23,121,3,234,45,43,113,4,92,7,91,283,25,191,16
33,9,4476,174,166,0,460,3,209,0,23,9,0,3,251,0,10,4,15,15,0,28,4,13,0,5,9,3,7,22,137,4,340,18,88,2194,27,14,13,7,99,4,0,3,247,0,3,0,3,110,152,8,0,7,0,6,26,122,97,0,0,274,0,0,3,0,0,0,21,87,14,9,47,0,0,48,9,0,49,40,18,0,3,3,3259,12,"207011154",9,6,3,20,9,10,28,11,0,0,187,6304,3045,0,38,7,3,187,91,4,8,"Kew East",96,3,0,0,9,3,0,0,13,3,9,14,9,9,27,5,12,2282,14,5,12,13,3,36,763,16,1641,878,6,37,0,71,10,24,34,0,16,0,26,40,8,24,5
37,6,13029,143,167,0,932,10,416,0,24,6,0,31,516,0,13,0,22,29,7,39,3,17,3,12,34,3,20,49,360,22,310,41,223,6162,11,8,3,15,174,38,3,18,649,7,10,0,47,289,91,27,4,85,0,28,68,91,155,0,0,182,15,5,16,0,0,0,30,224,15,33,125,8,0,90,39,0,65,99,72,3,4,26,8386,6,"207011155",26,10,3,60,3,26,42,34,4,8,215,15908,7522,4,68,3,0,397,100,3,8,"Surrey Hills (West) - Canterbury",115,0,0,0,10,18,8,0,3,0,24,8,39,0,11,16,0,6867,40,7,17,15,17,43,1137,27,2482,1345,22,38,0,72,22,26,34,0,22,0,49,73,9,51,5
16,8,5332,505,567,0,1374,8,640,0,13,12,0,27,734,4,3,5,96,9,4,191,8,95,3,4,10,4,8,17,337,6,1072,39,149,2706,86,43,43,11,137,9,11,9,635,21,4,0,8,298,769,36,10,17,0,13,75,630,155,0,0,1399,15,6,12,0,0,3,22,190,11,17,100,10,3,74,17,0,81,90,34,4,53,9,5545,27,"207021156",27,13,12,55,15,19,26,28,6,15,664,10868,5323,9,45,0,0,286,306,0,37,"Bulleen",358,17,21,12,30,5,4,9,43,10,16,43,28,15,86,7,25,2626,23,37,38,74,15,80,2468,18,5250,2782,13,87,3,170,6,42,83,4,26,7,24,66,101,40,48
71,27,8450,883,924,0,4081,16,1917,0,37,43,0,76,2164,16,34,4,136,43,9,268,12,132,8,7,20,7,35,78,1089,13,1807,114,268,4123,233,123,110,37,276,9,3,10,2071,12,12,0,16,982,495,105,9,25,0,22,219,433,307,0,0,928,38,4,38,0,0,6,68,378,31,24,187,9,6,157,20,0,150,191,44,5,58,43,9528,54,"207021157",34,42,27,66,27,66,83,32,8,16,1791,18359,8831,8,149,18,9,544,830,9,50,"Doncaster",961,32,0,0,74,23,20,0,110,14,36,123,39,20,233,34,34,4327,70,34,116,84,11,238,4440,50,9365,4925,28,94,0,171,36,122,77,0,71,0,86,138,108,67,50
49,11,13876,939,918,0,6100,28,2829,0,33,15,0,95,3271,4,16,14,238,50,13,511,23,273,9,16,43,15,51,101,1174,27,1857,172,374,6740,393,206,187,47,368,24,15,11,2164,35,13,11,28,990,538,134,20,52,23,24,306,449,487,34,3,987,53,13,42,3,6,4,86,535,39,41,274,21,7,241,47,3,246,261,88,8,48,33,14029,58,"207021158",27,35,28,77,30,79,88,50,8,15,3630,27047,13018,7,167,21,3,742,1705,18,54,"Doncaster East",1925,39,0,0,74,16,17,0,201,40,51,232,59,42,433,41,82,7136,92,54,106,108,24,229,5904,57,12429,6525,35,83,0,155,52,123,72,0,80,0,109,163,112,83,64
23,13,9598,619,647,0,2107,17,977,0,6,21,0,79,1130,8,17,10,200,28,9,423,14,223,4,5,5,8,16,44,455,0,1266,69,205,4733,259,122,137,50,227,12,13,24,819,28,15,0,22,364,447,54,15,34,0,39,123,380,374,0,0,827,38,4,41,0,0,3,84,324,34,20,158,12,7,195,14,4,179,166,34,8,66,25,8509,35,"207021159",26,19,16,49,19,36,60,23,8,14,1165,16485,7976,6,96,12,3,432,559,9,27,"Templestowe",606,21,8,5,40,14,11,3,137,31,19,122,39,36,259,21,67,4865,40,24,29,51,13,67,3038,17,6455,3417,26,36,0,60,20,38,24,4,49,4,37,90,120,41,54
22,13,7201,612,673,0,1712,9,780,0,15,17,0,40,932,4,7,6,119,33,6,242,11,123,5,10,23,3,19,52,429,13,1285,66,247,3581,129,62,67,9,306,7,8,4,777,17,6,0,9,348,417,45,9,16,3,10,111,372,262,3,0,789,23,12,17,0,0,0,15,210,6,18,105,20,0,138,22,0,124,105,40,8,52,21,6807,28,"207021160",25,16,16,54,12,31,58,29,0,3,824,13151,6344,3,89,10,3,553,387,7,29,"Templestowe Lower",437,22,0,0,38,15,6,0,67,9,28,65,39,7,132,29,16,3620,57,24,35,53,15,68,2516,31,5397,2881,24,47,0,83,32,33,36,0,30,0,63,54,96,24,44
57,14,14827,204,210,0,1683,14,780,0,34,23,0,154,903,9,23,7,24,31,11,46,12,22,5,10,21,3,22,53,491,11,414,60,411,7177,115,61,54,31,365,21,8,13,895,16,26,3,25,404,161,48,8,46,3,39,108,149,262,6,0,310,108,8,46,0,0,10,65,434,34,39,253,14,15,127,39,5,135,181,78,6,13,26,10202,18,"207031161",39,3,8,77,10,39,63,38,3,10,680,19822,9620,7,102,36,16,776,328,20,9,"Blackburn",352,4,0,0,7,15,11,0,57,4,35,64,40,6,121,38,10,7650,73,10,48,19,15,103,2032,58,4219,2187,25,64,0,120,38,55,56,0,50,0,96,109,32,59,19
38,12,7183,217,238,0,1161,24,524,0,22,20,0,43,637,8,16,12,16,17,14,25,19,9,7,8,14,10,11,28,297,6,455,52,223,3462,45,24,21,34,303,15,7,17,547,11,16,3,13,250,72,43,4,28,4,33,95,62,172,7,6,134,22,3,21,3,9,12,53,189,19,11,99,11,15,87,20,3,85,90,31,8,11,14,5567,7,"207031162",23,3,4,48,3,36,55,25,0,0,519,10585,5018,0,91,28,10,526,231,18,16,"Blackburn South",288,0,0,0,3,8,6,0,30,7,35,31,29,5,61,33,12,3721,68,13,26,29,15,53,1333,24,2876,1543,14,66,0,118,13,27,52,0,16,0,37,35,19,19,8
50,9,9732,135,132,0,3978,29,1831,0,30,14,0,105,2147,5,20,17,27,65,13,56,31,29,14,4,11,16,54,119,1335,7,267,145,557,4743,53,29,24,30,483,16,3,3,2428,8,8,3,21,1093,119,132,5,37,15,11,277,112,281,18,3,231,63,3,42,0,3,3,64,596,34,63,355,11,3,147,71,0,134,241,134,8,8,18,8922,15,"207031163",37,4,5,73,10,89,104,36,21,41,1273,17373,8451,20,193,87,37,1040,606,50,21,"Box Hill",667,4,0,0,8,8,10,0,30,9,38,44,28,32,74,60,41,4989,98,14,67,35,7,148,3151,41,6601,3450,21,111,3,213,43,81,102,0,69,3,84,177,18,108,10
42,35,10508,244,274,3,2835,3,1332,3,23,51,0,46,1503,16,19,13,24,34,3,45,21,21,8,4,14,0,35,69,846,10,518,108,266,5068,46,22,24,27,216,21,0,14,1608,0,17,0,15,762,228,61,0,36,4,31,169,172,267,4,0,400,25,0,21,3,3,4,46,304,19,34,165,0,9,150,33,5,117,139,67,0,21,25,8551,19,"207031164",27,13,10,50,9,59,85,23,7,14,1058,16427,7876,7,144,44,19,482,509,25,21,"Box Hill North",549,13,0,0,26,18,7,0,24,5,21,29,30,19,53,28,24,5440,49,16,90,37,12,186,2542,34,5437,2895,18,97,0,169,31,96,72,0,51,0,65,104,39,53,18
21,3,7716,75,68,0,794,4,364,0,14,6,0,23,430,3,7,6,7,16,4,13,9,6,3,3,6,0,13,29,246,3,143,24,185,3657,11,5,6,14,151,14,4,7,463,4,8,5,23,217,39,19,0,37,0,15,43,41,130,5,0,80,14,4,9,0,0,0,25,140,11,15,77,4,0,73,23,0,57,63,38,0,5,8,5136,13,"207031167",14,0,5,30,8,19,29,16,0,4,288,9772,4636,4,48,15,7,336,128,8,4,"Surrey Hills (East) - Mont Albert",160,3,0,0,3,8,0,0,11,3,11,5,20,6,16,13,9,4059,24,4,24,8,7,64,794,17,1720,926,13,22,0,36,18,40,14,0,21,0,35,42,12,21,7
40,3,5958,232,281,3,2067,20,858,0,22,7,3,21,1209,4,18,11,27,68,11,48,18,21,7,8,23,9,77,145,741,15,513,134,225,2703,35,21,14,49,183,17,3,10,1262,3,13,0,20,521,113,117,0,37,0,23,251,75,225,0,0,188,13,3,8,3,3,0,89,411,40,22,239,6,4,109,34,4,116,172,56,3,10,17,5871,23,"207031165",19,3,14,29,9,97,93,10,16,27,554,10796,4925,11,190,51,26,408,220,25,12,"Burwood",334,0,0,0,3,10,7,0,14,6,73,24,42,16,38,100,22,3255,173,11,27,23,18,70,1997,18,4430,2433,24,129,3,225,8,43,96,0,52,3,26,112,10,60,0
36,24,4908,563,549,0,1891,9,872,0,21,36,0,44,1019,12,15,6,20,64,5,37,10,17,4,11,31,4,68,132,593,20,1112,54,140,2458,22,13,9,44,106,16,4,3,1095,8,4,0,13,502,156,64,4,29,0,7,118,120,168,0,3,276,28,0,16,3,6,9,98,463,54,36,260,4,18,81,46,9,87,203,82,4,14,33,5132,8,"207031166",14,10,3,28,5,88,99,14,11,26,678,10142,5010,15,187,29,8,246,306,21,14,"Burwood East",372,3,0,0,13,16,17,0,12,6,78,16,34,15,28,94,21,2450,172,17,37,31,14,79,2412,38,4988,2576,20,131,0,252,24,42,121,3,52,3,62,118,23,66,9
41,0,11472,98,97,0,124,0,62,0,21,3,0,0,62,3,20,4,8,3,0,25,7,17,3,31,60,0,0,3,37,29,195,6,139,5585,9,4,5,4,132,14,0,11,81,6,9,0,33,44,55,0,6,47,0,20,6,42,108,0,0,97,0,8,0,0,0,3,10,15,6,0,9,15,6,56,0,3,52,6,0,7,3,10,6591,6,"208011168",16,9,3,39,3,6,7,23,3,6,37,12834,6243,3,13,12,4,271,18,8,10,"Beaumaris",19,12,3,0,21,7,3,3,5,0,0,4,17,0,9,3,0,5887,3,10,0,20,8,8,519,65,1091,572,9,6,0,12,84,8,6,0,3,0,149,6,3,3,0
70,5,11933,260,261,0,371,0,164,0,40,5,0,19,207,0,30,4,15,13,0,36,4,21,0,166,344,0,16,29,141,178,521,21,320,5741,6,3,3,3,348,46,0,11,258,3,21,0,66,117,159,10,3,112,0,32,31,119,336,0,0,278,10,15,9,0,0,0,10,115,7,5,59,29,0,177,8,0,159,56,13,14,7,30,8068,30,"208011170",25,10,17,64,13,16,22,39,4,8,82,15411,7343,4,38,17,4,668,37,13,17,"Brighton East",45,9,0,0,19,21,9,0,3,3,12,3,122,3,6,7,6,6192,19,13,7,30,54,19,1282,76,2810,1528,68,20,0,36,53,12,16,0,23,0,129,50,13,27,6
32,11,8208,151,166,0,150,8,65,0,19,17,0,11,85,6,13,6,21,9,4,59,10,38,4,58,128,4,3,12,52,70,317,3,230,3944,7,3,4,4,242,23,3,10,94,7,9,0,25,42,71,5,4,48,0,19,8,39,141,0,0,110,6,11,5,0,0,3,7,74,3,3,48,16,6,70,3,3,71,26,6,5,0,35,5321,37,"208011171",12,14,19,36,18,17,30,24,0,3,48,10189,4868,3,47,7,0,472,18,7,19,"Cheltenham - Highett (West)",30,19,0,0,33,20,15,0,4,0,5,3,68,3,7,10,3,4264,15,14,4,33,30,4,694,36,1509,815,38,4,0,9,37,0,5,0,10,0,73,36,6,26,6
15,14,4505,144,127,0,134,4,56,0,9,17,0,23,78,3,6,5,29,0,4,58,10,29,5,4,8,0,0,0,46,4,271,3,147,2207,3,3,0,5,132,8,43,3,76,99,6,0,13,30,509,0,56,21,0,9,3,445,105,0,0,954,17,0,6,0,0,0,14,190,9,15,104,3,0,55,11,0,50,86,26,3,9,3,3569,6,"210011226",29,16,3,57,3,8,23,28,9,9,55,6959,3390,0,31,3,0,279,26,3,33,"Airport West",29,15,12,6,31,0,3,6,0,3,32,3,29,3,3,36,6,2298,68,22,0,55,13,0,1036,11,2175,1139,16,11,3,20,13,0,9,5,30,8,24,58,12,28,3
119,10,17389,185,199,0,441,0,190,0,57,14,0,3,251,4,62,0,22,13,0,46,0,24,0,123,266,0,7,20,151,143,384,27,525,8167,3,0,3,6,581,65,3,19,257,3,19,0,66,106,149,24,0,131,0,38,51,137,328,0,0,286,3,17,0,0,0,0,12,69,6,3,38,26,3,165,6,3,163,31,9,9,7,29,11284,44,"208011169",32,12,18,64,26,11,23,32,0,0,133,21257,9973,0,34,11,3,1106,60,8,10,"Brighton (Vic.)",73,11,0,0,23,17,12,0,3,0,8,0,108,0,3,9,0,9222,17,13,12,23,40,25,1281,115,2762,1481,68,15,5,34,78,13,19,0,20,5,193,40,14,20,7
59,5,13509,182,216,0,281,8,131,0,29,8,0,30,150,3,30,7,53,0,4,108,7,55,0,122,290,4,0,0,114,168,398,5,380,6535,17,12,5,9,389,65,0,25,214,4,24,0,68,100,144,0,4,133,0,49,5,126,235,0,0,270,15,9,15,0,0,11,25,119,16,5,73,17,14,127,8,3,108,46,13,8,9,17,8737,29,"208011172",51,29,15,96,14,7,16,45,3,6,62,16876,8139,3,23,16,3,769,31,13,22,"Hampton",31,33,0,0,62,14,3,0,5,0,5,12,113,3,17,8,3,6974,13,19,6,41,46,13,1224,63,2598,1374,67,10,0,23,60,7,13,7,18,7,123,54,16,36,7
5,86,6186,68,53,0,478,47,234,0,5,147,0,244,244,61,0,76,72,12,25,123,136,51,60,25,54,22,14,26,148,29,121,54,198,3091,37,21,16,125,191,80,7,8,288,13,3,13,87,140,44,49,6,167,13,11,103,50,786,26,80,94,134,12,110,60,140,122,240,1249,115,35,644,21,240,393,39,118,393,605,74,9,4,34,5852,56,"212031306",111,105,26,219,30,157,199,108,13,29,87,11665,5813,16,356,16,4,389,45,12,20,"Lynbrook - Lyndhurst",42,97,13,7,202,18,16,6,109,15,232,94,55,32,203,256,47,3095,488,12,0,32,30,4,2524,15,5090,2566,25,83,49,162,13,4,79,47,197,96,28,367,12,170,8
152,23,15026,458,501,0,1028,5,471,0,82,33,0,70,557,10,70,14,44,14,5,78,23,34,9,335,689,0,17,31,401,354,959,39,256,7247,30,15,15,21,269,27,4,13,721,16,24,0,35,320,204,48,12,62,0,37,87,174,584,0,3,378,42,12,28,3,6,4,43,336,22,22,199,17,8,295,34,4,289,137,56,5,9,55,10830,62,"208021174",47,5,34,102,28,36,56,55,3,3,220,20885,10055,0,92,34,12,525,103,22,19,"Bentleigh - McKinnon",117,12,0,0,17,28,27,0,18,3,16,18,136,5,36,20,8,7779,36,15,72,34,61,148,2552,73,5334,2782,75,43,3,79,48,76,36,3,68,6,121,163,25,95,16
87,26,17674,969,1012,0,997,12,472,0,46,45,0,42,525,19,41,24,73,24,5,138,36,65,12,515,1064,7,22,46,348,549,1981,41,383,8691,31,13,18,27,337,48,7,7,665,15,13,0,61,317,351,34,8,109,0,20,75,305,946,0,0,656,24,20,18,0,0,15,56,351,29,21,188,31,22,463,30,7,483,163,51,11,11,59,13208,94,"208021175",54,21,46,116,48,60,79,62,13,29,257,25924,12716,16,139,28,11,720,121,17,12,"Bentleigh East",136,14,0,0,35,32,27,0,18,7,41,13,142,12,31,47,19,8983,88,26,62,38,61,119,3642,64,7530,3888,81,68,0,124,51,57,56,0,60,0,115,122,17,62,6
49,3,13178,108,124,0,117,0,43,0,29,3,0,15,74,0,20,0,22,6,0,46,0,24,0,43,106,0,3,9,43,63,232,6,339,6295,12,8,4,0,300,43,0,22,66,4,32,0,37,23,88,5,4,80,0,54,11,81,198,0,4,169,12,0,3,0,4,0,3,35,3,3,26,0,0,111,3,0,87,9,6,0,4,17,7968,23,"208011173",16,4,9,41,14,3,9,25,0,3,40,15247,7279,3,12,20,10,639,15,10,17,"Sandringham - Black Rock",25,5,0,0,9,9,8,0,8,0,0,8,31,3,16,0,3,6883,0,10,0,27,14,4,645,63,1430,785,17,6,0,9,58,4,3,0,0,0,121,8,7,8,3
92,19,9368,379,429,5,1348,15,617,0,51,23,5,150,731,4,41,21,12,49,8,34,39,22,18,373,779,7,46,95,499,406,808,34,395,4544,27,16,11,60,337,60,3,3,905,9,3,0,63,406,105,38,6,123,3,6,72,101,671,3,0,206,103,17,47,3,3,3,141,1017,81,157,569,29,10,331,198,7,340,448,355,12,3,50,8342,48,"208021176",43,5,23,78,25,75,97,35,6,27,371,16300,7958,21,172,59,22,732,173,37,20,"Carnegie",198,5,0,0,10,28,22,0,11,11,54,22,85,17,33,47,28,4824,101,12,84,32,37,181,3019,40,6200,3181,48,52,3,93,26,97,41,3,158,6,66,356,9,198,6
55,10,5716,241,278,0,530,4,235,0,28,15,0,59,295,5,27,4,21,25,4,41,4,20,0,76,172,0,35,60,211,96,519,19,128,2821,0,0,0,7,101,21,0,5,371,0,4,0,16,160,79,14,0,37,0,9,33,63,272,0,0,142,32,3,27,5,5,0,27,429,20,68,244,3,0,130,87,0,142,185,155,0,0,18,4350,25,"208021181",25,6,12,57,13,40,43,32,4,9,126,8592,4242,5,83,11,0,229,61,11,0,"Murrumbeena",65,3,3,0,9,11,7,3,0,5,28,5,40,6,5,39,11,2895,67,8,30,8,17,58,1293,18,2647,1354,23,25,0,47,26,28,22,0,52,0,44,128,3,76,3
46,7,13497,168,179,0,667,12,289,0,27,14,0,34,378,7,19,9,13,28,6,36,13,23,4,234,529,6,32,60,260,295,347,28,590,6594,20,10,10,10,554,86,0,3,445,3,10,0,116,185,72,24,3,202,0,13,52,65,1871,0,0,137,26,14,8,0,0,3,39,312,29,42,195,27,6,951,66,3,920,117,108,13,3,133,10184,25,"208021177",42,8,9,91,16,49,50,49,19,25,170,19769,9585,6,99,25,6,1144,80,19,9,"Caulfield - North",90,8,4,0,16,88,45,4,10,6,8,10,216,7,20,18,13,6903,26,10,26,19,75,43,2401,74,5128,2727,141,41,0,86,36,17,45,0,47,0,110,106,6,59,3
